('Total Revenue', '281,724,000', '281,724,000', '245,122,000', '211,915,000', '198,270,000')
         893987 function calls (872670 primitive calls) in 3.655 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    1.600    1.600 connection.py:609(connect)
       69    0.000    0.000    0.000    0.000 css_types.py:251(__init__)
       71    0.000    0.000    0.000    0.000 enum.py:785(__delattr__)
        1    0.000    0.000    0.000    0.000 feedparser.py:469(_parse_headers)
        4    0.000    0.000    0.000    0.000 socket.py:221(__init__)
       25    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1685(path_hook_for_FileFinder)
      496    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:71(_relax_case)
       62    0.000    0.000    0.000    0.000 __init__.py:26(__new__)
        5    0.000    0.000    0.000    0.000 {method 'readlines' of '_io._IOBase' objects}
       18    0.000    0.000    0.000    0.000 typing.py:1449(__getitem__)
       55    0.000    0.000    0.000    0.000 ipaddress.py:533(_split_addr_prefix)
        1    0.000    0.000    0.000    0.000 socket.py:244(__repr__)
        2    0.000    0.000    0.001    0.001 connection.py:1(<module>)
        1    0.000    0.000    1.331    1.331 client.py:291(_read_status)
       55    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
        5    0.000    0.000    0.001    0.000 __init__.py:71(search_function)
        1    0.000    0.000    0.000    0.000 hmac.py:1(<module>)
        1    0.000    0.000    0.001    0.001 pathlib.py:1(<module>)
       16    0.000    0.000    0.000    0.000 enum.py:1008(_find_data_type_)
        6    0.000    0.000    0.000    0.000 cookiejar.py:1486(_cookie_from_cookie_tuple)
        1    0.000    0.000    0.013    0.013 url.py:1(<module>)
       18    0.000    0.000    0.000    0.000 typing.py:345(_remove_dups_flatten)
       16    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
        1    0.000    0.000    0.001    0.001 ElementTree.py:1(<module>)
        1    0.000    0.000    0.000    0.000 connection.py:319(request)
       28    0.000    0.000    0.000    0.000 typing.py:1458(copy_with)
        1    0.000    0.000    0.003    0.003 parse.py:1(<module>)
        1    0.000    0.000    0.005    0.005 sbcsgroupprober.py:1(<module>)
        8    0.000    0.000    0.000    0.000 <frozen _collections_abc>:974(update)
        2    0.000    0.000    0.007    0.004 exceptions.py:1(<module>)
       68    0.000    0.000    0.000    0.000 status_codes.py:116(doc)
       37    0.000    0.000    0.000    0.000 element.py:273(get_text)
      193    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
      206    0.000    0.000    0.000    0.000 <frozen os>:703(__iter__)
        1    0.000    0.000    1.383    1.383 client.py:324(begin)
        4    0.000    0.000    0.000    0.000 connection.py:168(host)
        1    0.000    0.000    1.383    1.383 connection.py:435(getresponse)
       50    0.000    0.000    0.001    0.000 typing.py:885(__init__)
      311    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:158(__init__)
        1    0.000    0.000    0.002    0.002 shutil.py:1(<module>)
       33    0.000    0.000    0.014    0.000 element.py:1987(find)
        1    0.000    0.000    0.005    0.005 css_match.py:1(<module>)
        3    0.000    0.000    0.002    0.001 response.py:1(<module>)
      270    0.000    0.000    0.000    0.000 enum.py:241(__set_name__)
        1    0.000    0.000    1.539    1.539 connection.py:197(_new_conn)
       30    0.000    0.000    0.000    0.000 typing.py:1178(__getattr__)
      188    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
       16    0.000    0.000    0.000    0.000 _compiler.py:391(_bytes_to_codes)
        1    0.000    0.000    0.021    0.021 client.py:1(<module>)
        5    0.000    0.000    0.000    0.000 feedparser.py:100(push)
        1    0.000    0.000    0.007    0.007 connectionpool.py:1(<module>)
       11    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
       43    0.000    0.000    0.184    0.004 models.py:812(generate)
       88    0.000    0.000    0.000    0.000 six.py:146(__init__)
        1    0.000    0.000    0.000    0.000 feedparser.py:137(__init__)
       10    0.000    0.000    0.000    0.000 typing.py:1548(__getitem__)
      208    0.000    0.000    0.000    0.000 <frozen os>:766(decode)
        1    0.000    0.000    0.000    0.000 models.py:258(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
        3    0.000    0.000    0.000    0.000 url.py:369(parse_url)
        1    0.000    0.000    0.000    0.000 mbcssm.py:1(<module>)
        6    0.000    0.000    0.000    0.000 client.py:1292(putheader)
        8    0.000    0.000    0.000    0.000 enum.py:513(__prepare__)
        1    0.000    0.000    3.171    3.171 sessions.py:673(send)
        1    0.000    0.000    0.216    0.216 __init__.py:122(__init__)
        1    0.000    0.000    0.000    0.000 sjisprober.py:38(SJISProber)
      118    0.000    0.000    0.000    0.000 {built-in method sys.intern}
        1    0.000    0.000    0.001    0.001 sessions.py:459(prepare_request)
        1    0.000    0.000    0.004    0.004 cookiejar.py:1(<module>)
        8    0.000    0.000    0.000    0.000 enum.py:1035(_find_new_)
        6    0.000    0.000    0.000    0.000 cookiejar.py:949(set_ok)
      205    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1153(__init__)
        1    0.000    0.000    0.002    0.002 chardistribution.py:1(<module>)
      205    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1178(get_filename)
        1    0.000    0.000    0.001    0.001 random.py:1(<module>)
      119    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
      178    0.000    0.000    0.000    0.000 typing.py:1252(__eq__)
        1    0.000    0.000    0.000    0.000 dammit.py:522(UnicodeDammit)
        1    0.000    0.000    0.014    0.014 ssl_.py:1(<module>)
        4    0.000    0.000    0.000    0.000 cookiejar.py:1389(_normalized_cookie_tuples)
        1    0.000    0.000    0.000    0.000 traceback.py:1(<module>)
        1    0.000    0.000    1.538    1.538 connection.py:27(create_connection)
        2    0.000    0.000    0.000    0.000 cookiejar.py:1599(make_cookies)
       30    0.000    0.000    0.000    0.000 <frozen _collections_abc>:804(get)
       12    0.000    0.000    0.000    0.000 queue.py:154(get)
      140    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
        1    0.000    0.000    0.000    0.000 sessions.py:391(__init__)
       43    0.000    0.000    0.184    0.004 response.py:914(stream)
        1    0.000    0.000    0.034    0.034 html5parser.py:1(<module>)
        1    0.000    0.000    2.984    2.984 connectionpool.py:596(urlopen)
       13    0.000    0.000    0.000    0.000 <frozen os>:680(__getitem__)
       11    0.000    0.000    0.000    0.000 queue.py:122(put)
        1    0.000    0.000    0.000    0.000 {method '_wrap_socket' of '_ssl._SSLContext' objects}
    48/27    0.000    0.000    0.000    0.000 typing.py:1573(__hash__)
       28    0.000    0.000    0.000    0.000 _policybase.py:301(header_source_parse)
      206    0.000    0.000    0.000    0.000 <frozen _collections_abc>:868(__iter__)
        1    0.000    0.000    0.001    0.001 parser.py:41(parse)
        7    0.000    0.000    0.000    0.000 __init__.py:1377(getLogger)
       49    0.000    0.000    0.000    0.000 structures.py:46(__setitem__)
       55    0.000    0.000    0.000    0.000 ipaddress.py:156(_split_optional_netmask)
       34    0.000    0.000    0.000    0.000 ipaddress.py:1631(_make_netmask)
        8    0.000    0.000    0.000    0.000 message.py:494(get)
        1    0.000    0.000    0.028    0.028 socket.py:810(create_connection)
       98    0.000    0.000    0.000    0.000 dammit.py:134(<genexpr>)
        1    0.000    0.000    2.985    2.985 adapters.py:434(send)
        1    0.000    0.000    0.001    0.001 <frozen ntpath>:1(<module>)
       55    0.000    0.000    0.000    0.000 __init__.py:255(escape)
       44    0.000    0.000    0.000    0.000 enum.py:1394(_iter_member_by_value_)
        1    0.000    0.000    0.043    0.043 ssl.py:956(_create)
       31    0.000    0.000    0.000    0.000 ipaddress.py:1286(__init__)
      164    0.000    0.000    0.000    0.000 enum.py:1292(value)
        5    0.000    0.000    0.000    0.000 __init__.py:43(normalize_encoding)
      200    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1573(<genexpr>)
      311    0.000    0.000    0.000    0.000 css_parser.py:300(get_name)
        1    0.000    0.000    0.001    0.001 utils.py:199(get_netrc_auth)
        1    0.000    0.000    0.000    0.000 labels.py:1(<module>)
        1    0.000    0.000    2.984    2.984 connectionpool.py:381(_make_request)
       46    0.000    0.000    0.000    0.000 ipaddress.py:1755(_parse_hextet)
      136    0.000    0.000    0.000    0.000 typing.py:1565(__eq__)
        1    0.000    0.000    0.001    0.001 models.py:1(<module>)
        3    0.000    0.000    0.000    0.000 poolmanager.py:199(__init__)
      234    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:653(has_location)
        1    0.000    0.000    0.000    0.000 _collections.py:335(extend)
       12    0.000    0.000    0.000    0.000 functools.py:518(decorating_function)
       74    0.000    0.000    0.000    0.000 {built-in method builtins.delattr}
        1    0.000    0.000    0.102    0.102 element.py:1(<module>)
       14    0.000    0.000    0.000    0.000 hashlib.py:126(__get_openssl_constructor)
        2    0.000    0.000    0.000    0.000 parse.py:469(urlsplit)
        1    0.000    0.000    3.173    3.173 sessions.py:502(request)
        6    0.000    0.000    0.000    0.000 feedparser.py:176(_call_parse)
      303    0.000    0.000    0.000    0.000 enum.py:1185(__init__)
        2    0.000    0.000    0.001    0.000 cookiejar.py:1680(extract_cookies)
        1    0.000    0.000    0.001    0.001 calendar.py:1(<module>)
        9    0.000    0.000    0.000    0.000 _htmlparser.py:182(handle_charref)
        1    0.000    0.000    0.001    0.001 client.py:231(_parse_header_lines)
       39    0.000    0.000    0.000    0.000 structures.py:51(__getitem__)
       14    0.000    0.000    0.011    0.001 css_parser.py:1126(process_selectors)
       70    0.000    0.000    0.000    0.000 _parser.py:304(checkgroupname)
       35    0.000    0.000    0.000    0.000 feedparser.py:77(readline)
        1    0.000    0.000    0.047    0.047 _html5lib.py:1(<module>)
        3    0.000    0.000    0.000    0.000 retry.py:200(__init__)
        1    0.000    0.000    0.000    0.000 encoder.py:1(<module>)
       18    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:501(_requires_builtin_wrapper)
        1    0.000    0.000    0.003    0.003 tempfile.py:1(<module>)
      118    0.000    0.000    0.000    0.000 __init__.py:429(<genexpr>)
       17    0.000    0.000    0.000    0.000 {method 'decode' of 'bytearray' objects}
        3    0.000    0.000    0.000    0.000 cookies.py:521(cookiejar_from_dict)
        1    0.000    0.000    0.003    0.003 adapters.py:1(<module>)
        2    0.000    0.000    1.498    0.749 socket.py:946(getaddrinfo)
        6    0.000    0.000    0.000    0.000 cookiejar.py:761(__init__)
        1    0.000    0.000    0.000    0.000 connectionpool.py:179(__init__)
        2    0.000    0.000    0.000    0.000 adapters.py:135(__init__)
        4    0.000    0.000    0.000    0.000 cookiejar.py:1261(__init__)
      126    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
        1    0.000    0.000    0.001    0.001 __meta__.py:1(<module>)
       34    0.000    0.000    0.000    0.000 parse.py:119(_coerce_args)
        1    0.000    0.000    0.045    0.045 dammit.py:1(<module>)
      152    0.000    0.000    0.000    0.000 typing.py:1246(<genexpr>)
       28    0.000    0.000    0.000    0.000 _collections.py:300(add)
        1    0.000    0.000    0.000    0.000 element.py:144(PageElement)
    55/35    0.000    0.000    0.000    0.000 typing.py:1258(__hash__)
        1    0.000    0.000    0.007    0.007 mbcsgroupprober.py:1(<module>)
        1    0.000    0.000    3.173    3.173 api.py:14(request)
        4    0.000    0.000    0.000    0.000 cookiejar.py:232(http2time)
        1    0.000    0.000    0.000    0.000 response.py:537(__init__)
       13    0.000    0.000    0.000    0.000 parse.py:947(quote_from_bytes)
        1    0.000    0.000    0.001    0.001 hashlib.py:1(<module>)
       63    0.000    0.000    0.000    0.000 typing.py:723(<genexpr>)
        2    0.000    0.000    0.001    0.001 core.py:1(<module>)
       16    0.000    0.000    0.000    0.000 enum.py:967(_get_mixins_)
       35    0.000    0.000    0.000    0.000 feedparser.py:127(__next__)
        1    0.000    0.000    0.000    0.000 css_match.py:79(_DocumentNav)
       35    0.000    0.000    0.000    0.000 element.py:2422(__init__)
      118    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
      189    0.000    0.000    0.000    0.000 status_codes.py:117(<genexpr>)
        5    0.000    0.000    0.000    0.000 url.py:303(_normalize_host)
        4    0.000    0.000    0.001    0.000 __init__.py:61(lookup)
      205    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:986(create_module)
        1    0.000    0.000    0.001    0.001 poolmanager.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ssl.py:944(SSLSocket)
       15    0.000    0.000    0.027    0.002 css_parser.py:294(__init__)
      126    0.000    0.000    0.000    0.000 ssl.py:125(<lambda>)
        6    0.000    0.000    0.000    0.000 typing.py:1096(_generic_init_subclass)
        1    0.000    0.000    0.002    0.002 css_types.py:1(<module>)
        1    0.000    0.000    0.001    0.001 queue.py:1(<module>)
        1    0.000    0.000    0.000    0.000 <frozen os>:44(_get_exports_list)
       40    0.000    0.000    0.000    0.000 _policybase.py:289(_sanitize_header)
       58    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
        7    0.000    0.000    0.000    0.000 __init__.py:1428(_fixupParents)
       12    0.000    0.000    0.000    0.000 cookiejar.py:620(request_host)
       15    0.000    0.000    0.000    0.000 typing.py:2476(overload)
        1    0.000    0.000    0.014    0.014 universaldetector.py:1(<module>)
        1    0.000    0.000    0.028    0.028 css_parser.py:416(CSSParser)
       14    0.000    0.000    0.000    0.000 socket.py:100(_intenum_converter)
        6    0.000    0.000    0.000    0.000 structures.py:40(__init__)
        1    0.000    0.000    0.000    0.000 client.py:1136(putrequest)
      162    0.000    0.000    0.000    0.000 {method 'isascii' of 'str' objects}
        1    0.000    0.000    0.000    0.000 _tokenizer.py:27(HTMLTokenizer)
       21    0.000    0.000    0.000    0.000 ipaddress.py:1161(_make_netmask)
       44    0.000    0.000    0.000    0.000 typing.py:1454(<genexpr>)
        6    0.000    0.000    0.000    0.000 {method 'read' of '_io.StringIO' objects}
       22    0.000    0.000    0.000    0.000 ipaddress.py:1187(_ip_int_from_string)
       18    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:989(create_module)
        1    0.000    0.000    0.000    0.000 ipaddress.py:2314(_IPv6Constants)
      126    0.000    0.000    0.000    0.000 ssl.py:150(<lambda>)
        1    0.000    0.000    0.000    0.000 _policybase.py:99(_extend_docstrings)
      126    0.000    0.000    0.000    0.000 ssl.py:135(<lambda>)
       53    0.000    0.000    0.000    0.000 six.py:182(_add_module)
        1    0.000    0.000    0.001    0.001 adapters.py:294(build_response)
        4    0.000    0.000    0.000    0.000 message.py:529(get_all)
        1    0.000    0.000    0.007    0.007 compat.py:1(<module>)
      126    0.000    0.000    0.000    0.000 ssl.py:140(<lambda>)
      126    0.000    0.000    0.000    0.000 ssl.py:145(<lambda>)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        1    0.000    0.000    0.000    0.000 element.py:1191(Tag)
       25    0.000    0.000    0.000    0.000 ipaddress.py:474(_prefix_from_prefix_string)
      126    0.000    0.000    0.000    0.000 ssl.py:130(<lambda>)
        6    0.000    0.000    0.000    0.000 cookiejar.py:1015(set_ok_domain)
        4    0.000    0.000    0.000    0.000 calendar.py:683(timegm)
        1    0.000    0.000    0.001    0.001 _collections.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {method 'getsockname' of '_socket.socket' objects}
       13    0.000    0.000    0.000    0.000 parse.py:871(quote)
        1    0.000    0.000    0.001    0.001 ipaddress.py:1(<module>)
        1    0.000    0.000    0.005    0.005 _request_methods.py:1(<module>)
        1    0.000    0.000    0.000    0.000 models.py:410(prepare_url)
        1    0.000    0.000    0.046    0.046 formatter.py:1(<module>)
        1    0.000    0.000    3.173    3.173 api.py:62(get)
      130    0.000    0.000    0.000    0.000 enum.py:942(<lambda>)
        1    0.000    0.000    0.000    0.000 retry.py:1(<module>)
       44    0.000    0.000    0.000    0.000 enum.py:117(_iter_bits_lsb)
        1    0.000    0.000    0.000    0.000 {method 'write' of '_ssl._SSLSocket' objects}
       30    0.000    0.000    0.000    0.000 _collections.py:257(__getitem__)
      104    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
        1    0.000    0.000    0.000    0.000 selectors.py:1(<module>)
        1    0.000    0.000    0.001    0.001 bz2.py:1(<module>)
        1    0.000    0.000    0.052    0.052 client.py:245(parse_headers)
       69    0.000    0.000    0.000    0.000 status_codes.py:122(<genexpr>)
        2    0.000    0.000    0.017    0.008 parser.py:1(<module>)
        1    0.000    0.000    0.000    0.000 poolmanager.py:95(_default_key_normalizer)
        1    0.000    0.000    0.000    0.000 mimetypes.py:402(_default_mime_types)
        8    0.000    0.000    0.000    0.000 __init__.py:1497(__init__)
        1    0.000    0.000    0.002    0.002 header.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:484(reset)
      257    0.000    0.000    0.000    0.000 hmac.py:19(<genexpr>)
    62/17    0.000    0.000    0.000    0.000 <frozen abc>:121(__subclasscheck__)
       23    0.000    0.000    0.000    0.000 <frozen _collections_abc>:892(__iter__)
        7    0.000    0.000    0.000    0.000 __init__.py:2149(getLogger)
       25    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:164(_path_isdir)
        6    0.000    0.000    0.000    0.000 cookiejar.py:726(is_third_party)
       72    0.000    0.000    0.000    0.000 element.py:387(_last_descendant)
        1    0.000    0.000    0.018    0.018 _base_connection.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {method 'bind' of '_socket.socket' objects}
        1    0.000    0.000    0.000    0.000 {function Random.seed at 0x74efbe4f4c20}
       26    0.000    0.000    0.000    0.000 enum.py:1404(_iter_member_by_def_)
        4    0.000    0.000    0.000    0.000 message.py:596(get_content_type)
        1    0.000    0.000    0.000    0.000 socket.py:304(makefile)
       46    0.000    0.000    0.000    0.000 six.py:110(__init__)
        1    0.000    0.000    0.000    0.000 mimetypes.py:1(<module>)
        7    0.000    0.000    0.000    0.000 sessions.py:61(merge_setting)
        1    0.000    0.000    0.000    0.000 connectionpool.py:1048(_new_conn)
        8    0.000    0.000    0.000    0.000 enum.py:383(__init__)
        3    0.000    0.000    0.000    0.000 _collections.py:82(__init__)
        1    0.000    0.000    0.000    0.000 gzip.py:1(<module>)
        7    0.000    0.000    0.000    0.000 utils.py:334(to_key_val_list)
        1    0.000    0.000    0.000    0.000 response.py:297(__init__)
        2    0.000    0.000    0.000    0.000 util.py:1(<module>)
      257    0.000    0.000    0.000    0.000 hmac.py:20(<genexpr>)
        8    0.000    0.000    0.004    0.000 <frozen importlib._bootstrap_external>:1287(create_module)
        1    0.000    0.000    0.000    0.000 ssl.py:422(SSLContext)
        1    0.000    0.000    0.043    0.043 ssl.py:1313(do_handshake)
        1    0.000    0.000    0.000    0.000 ssl.py:542(minimum_version)
    21/18    0.000    0.000    0.001    0.000 typing.py:508(__getitem__)
        1    0.000    0.000    0.000    0.000 models.py:659(__init__)
        1    0.000    0.000    0.008    0.008 _lxml.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tempfile.py:999(TemporaryDirectory)
        1    0.000    0.000    0.000    0.000 mbcharsetprober.py:1(<module>)
        4    0.000    0.000    0.000    0.000 cookiejar.py:1578(_cookies_from_attrs_set)
        1    0.000    0.000    0.000    0.000 universaldetector.py:56(UniversalDetector)
       63    0.000    0.000    0.000    0.000 enum.py:70(_is_internal_class)
       12    0.000    0.000    0.000    0.000 cookiejar.py:677(escape_path)
        1    0.000    0.000    0.000    0.000 charsetgroupprober.py:34(CharSetGroupProber)
        1    0.000    0.000    0.000    0.000 ipaddress.py:671(_BaseNetwork)
       77    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
        1    0.000    0.000    0.000    0.000 utils.py:758(should_bypass_proxies)
        7    0.000    0.000    0.000    0.000 <frozen _collections_abc>:104(_check_methods)
       14    0.000    0.000    0.000    0.000 css_parser.py:446(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:76(BeautifulSoup)
        1    0.000    0.000    0.000    0.000 lzma.py:1(<module>)
        1    0.000    0.000    0.000    0.000 response.py:282(BaseHTTPResponse)
        6    0.000    0.000    0.000    0.000 connection.py:305(putheader)
        8    0.000    0.000    0.000    0.000 enum.py:957(_check_for_existing_members_)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1569(_IPv4Constants)
        2    0.000    0.000    0.000    0.000 client.py:430(close)
        1    0.000    0.000    0.000    0.000 css_parser.py:661(parse_pseudo_nth)
        5    0.000    0.000    0.001    0.000 feedparser.py:171(feed)
        3    0.000    0.000    0.000    0.000 __init__.py:594(register_treebuilders_from)
        1    0.000    0.000    0.000    0.000 escsm.py:1(<module>)
        1    0.000    0.000    0.000    0.000 models.py:352(prepare)
        5    0.000    0.000    0.000    0.000 contextlib.py:272(contextmanager)
       13    0.000    0.000    0.000    0.000 <frozen os>:762(encode)
        3    0.000    0.000    0.000    0.000 <frozen posixpath>:256(expanduser)
        4    0.000    0.000    0.000    0.000 idna.py:155(encode)
        1    0.000    0.000    0.001    0.001 decoder.py:1(<module>)
       34    0.000    0.000    0.000    0.000 ipaddress.py:1885(_split_scope_id)
      113    0.000    0.000    0.000    0.000 {method 'isdigit' of 'str' objects}
        6    0.000    0.000    0.000    0.000 _parser.py:893(_parse_flags)
        1    0.000    0.000    0.000    0.000 message.py:135(Message)
        2    0.000    0.000    0.000    0.000 _collections.py:141(clear)
        1    0.000    0.000    0.001    0.001 connectionpool.py:1175(_close_pool_connections)
       40    0.000    0.000    0.000    0.000 _policybase.py:319(header_fetch_parse)
       23    0.000    0.000    0.000    0.000 threading.py:299(__enter__)
        1    0.000    0.000    0.000    0.000 charset.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ssl.py:1200(sendall)
        1    0.000    0.000    1.383    1.383 client.py:1384(getresponse)
        1    0.000    0.000    0.000    0.000 _collections.py:240(__init__)
       61    0.000    0.000    0.000    0.000 enum.py:93(_is_single_bit)
        1    0.000    0.000    0.000    0.000 pathlib.py:826(Path)
        1    0.000    0.000    0.000    0.000 sbcharsetprober.py:45(SingleByteCharSetProber)
        6    0.000    0.000    0.000    0.000 cookiejar.py:1227(deepvalues)
        8    0.000    0.000    0.000    0.000 formatter.py:49(__init__)
       29    0.000    0.000    0.000    0.000 typing.py:1557(<genexpr>)
        2    0.000    0.000    0.001    0.000 cookies.py:124(extract_cookies_to_jar)
        2    0.000    0.000    0.000    0.000 typing.py:1047(_generic_class_getitem)
        4    0.000    0.000    0.000    0.000 __init__.py:51(register)
       11    0.000    0.000    0.000    0.000 _htmlparser.py:222(handle_entityref)
        4    0.000    0.000    0.000    0.000 cookiejar.py:81(_timegm)
        1    0.000    0.000    0.000    0.000 charsetprober.py:40(CharSetProber)
        1    0.000    0.000    0.060    0.060 ssl_.py:398(ssl_wrap_socket)
        1    0.000    0.000    0.000    0.000 __future__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 base64.py:1(<module>)
        1    0.000    0.000    0.000    0.000 random.py:135(seed)
        1    0.000    0.000    0.001    0.001 charsetgroupprober.py:1(<module>)
        1    0.000    0.000    0.012    0.012 _policybase.py:1(<module>)
        1    0.000    0.000    0.007    0.007 saxutils.py:1(<module>)
        6    0.000    0.000    0.000    0.000 cookies.py:349(set_cookie)
        1    0.000    0.000    0.000    0.000 cookies.py:236(Morsel)
        2    0.000    0.000    0.000    0.000 adapters.py:173(init_poolmanager)
        1    0.000    0.000    0.000    0.000 message.py:483(items)
        1    0.000    0.000    0.013    0.013 feedparser.py:1(<module>)
        6    0.000    0.000    0.000    0.000 parse.py:841(__getattr__)
        3    0.000    0.000    0.000    0.000 __init__.py:928(__init__)
        1    0.000    0.000    0.000    0.000 ssltransport.py:1(<module>)
        1    0.000    0.000    0.000    0.000 client.py:865(__init__)
        9    0.000    0.000    0.000    0.000 threading.py:124(RLock)
        1    0.000    0.000    0.000    0.000 escprober.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1356(add_cookie_header)
       13    0.000    0.000    0.000    0.000 functools.py:479(lru_cache)
        1    0.000    0.000    0.000    0.000 status_codes.py:1(<module>)
        2    0.000    0.000    0.000    0.000 socket.py:516(family)
        1    0.000    0.000    0.001    0.001 fields.py:1(<module>)
        6    0.000    0.000    0.000    0.000 {method 'settimeout' of '_socket.socket' objects}
       41    0.000    0.000    0.000    0.000 utils.py:52(_has_surrogates)
        1    0.000    0.000    0.002    0.002 _utils.py:1(<module>)
        6    0.000    0.000    0.000    0.000 cookiejar.py:550(domain_match)
      8/7    0.000    0.000    0.007    0.001 <frozen importlib._bootstrap_external>:1295(exec_module)
    18/17    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:997(exec_module)
        1    0.000    0.000    0.002    0.002 pretty.py:1(<module>)
        2    0.000    0.000    0.000    0.000 {method 'getpeername' of '_socket.socket' objects}
        1    0.000    0.000    0.000    0.000 johabprober.py:1(<module>)
        8    0.000    0.000    0.000    0.000 parse.py:164(hostname)
        1    0.000    0.000    0.000    0.000 client.py:261(__init__)
        1    0.000    0.000    0.001    0.001 py.py:10(__init__)
        3    0.000    0.000    0.000    0.000 threading.py:277(__init__)
        1    0.000    0.000    0.000    0.000 base.py:23(Node)
        2    0.000    0.000    0.000    0.000 selectors.py:588(_can_use)
        5    0.000    0.000    0.001    0.000 {built-in method _codecs.lookup}
       28    0.000    0.000    0.000    0.000 message.py:511(set_raw)
        6    0.000    0.000    0.000    0.000 connection.py:354(<genexpr>)
        1    0.000    0.000    0.000    0.000 auth.py:1(<module>)
        2    0.000    0.000    0.000    0.000 ssl.py:670(verify_mode)
       22    0.000    0.000    0.000    0.000 threading.py:394(notify)
      134    0.000    0.000    0.000    0.000 six.py:93(__init__)
        3    0.000    0.000    0.000    0.000 url.py:263(_remove_path_dot_segments)
        1    0.000    0.000    0.000    0.000 ssl.py:504(set_alpn_protocols)
        1    0.000    0.000    0.002    0.002 ssl.py:430(__new__)
       96    0.000    0.000    0.000    0.000 __init__.py:96(<lambda>)
      110    0.000    0.000    0.000    0.000 ipaddress.py:574(__int__)
       18    0.000    0.000    0.000    0.000 typing.py:317(_deduplicate)
        1    0.000    0.000    0.000    0.000 utils.py:892(default_headers)
        1    0.000    0.000    0.001    0.001 message.py:1(<module>)
        1    0.000    0.000    0.003    0.003 big5prober.py:1(<module>)
        1    0.000    0.000    0.000    0.000 utf1632prober.py:27(UTF1632Prober)
        1    0.000    0.000    0.216    0.216 parser.py:105(feed)
        1    0.000    0.000    0.000    0.000 response.py:40(assert_header_parsing)
        1    0.000    0.000    0.003    0.003 _htmlparser.py:1(<module>)
       26    0.000    0.000    0.000    0.000 {method 'split' of 'bytes' objects}
        3    0.000    0.000    0.000    0.000 cookies.py:35(__init__)
        2    0.000    0.000    0.000    0.000 cookies.py:542(merge_cookies)
        1    0.000    0.000    0.001    0.001 filepost.py:1(<module>)
        1    0.000    0.000    0.000    0.000 eucjpprober.py:1(<module>)
       23    0.000    0.000    0.000    0.000 threading.py:302(__exit__)
        1    0.000    0.000    0.000    0.000 client.py:817(HTTPConnection)
        5    0.000    0.000    0.000    0.000 <frozen codecs>:94(__new__)
        2    0.000    0.000    0.000    0.000 functools.py:188(total_ordering)
       51    0.000    0.000    0.000    0.000 <frozen _collections_abc>:435(__subclasshook__)
       46    0.000    0.000    0.000    0.000 {method 'issuperset' of 'frozenset' objects}
        1    0.000    0.000    0.000    0.000 heapq.py:1(<module>)
        1    0.000    0.000    0.000    0.000 models.py:484(prepare_headers)
        1    0.000    0.000    0.014    0.014 css_parser.py:314(__init__)
        2    0.000    0.000    0.000    0.000 __init__.py:1790(isEnabledFor)
       25    0.000    0.000    0.000    0.000 six.py:194(find_spec)
        1    0.000    0.000    0.000    0.000 connection.py:114(_has_ipv6)
        1    0.000    0.000    0.000    0.000 css_match.py:378(Inputs)
