('Total Revenue', '281,724,000', '281,724,000', '245,122,000', '211,915,000', '198,270,000')
         854145 function calls (833851 primitive calls) in 1.894 seconds

   Ordered by: call count

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       27    0.000    0.000    0.000    0.000 typing.py:1458(copy_with)
       25    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
       25    0.000    0.000    0.000    0.000 ipaddress.py:474(_prefix_from_prefix_string)
       25    0.000    0.000    0.000    0.000 ipaddress.py:415(_check_int_address)
       25    0.000    0.000    0.000    0.000 ipaddress.py:431(_ip_int_from_prefix)
       24    0.000    0.000    0.000    0.000 <frozen _collections_abc>:435(__subclasshook__)
       24    0.000    0.000    0.002    0.000 enum.py:528(__new__)
       23    0.000    0.000    0.000    0.000 {method 'find' of 'bytes' objects}
       23    0.000    0.000    0.001    0.000 client.py:567(_get_chunk_left)
       23    0.000    0.000    0.000    0.000 client.py:537(_read_next_chunk_size)
       22    0.000    0.000    0.000    0.000 ipaddress.py:1187(_ip_int_from_string)
       22    0.000    0.000    0.000    0.000 util.py:16(lower)
       21    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
       21    0.000    0.000    0.487    0.023 __init__.py:1(<module>)
       21    0.000    0.000    0.000    0.000 ipaddress.py:1502(__init__)
       21    0.000    0.000    0.000    0.000 ipaddress.py:1161(_make_netmask)
       20    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:662(spec_from_loader)
       20    0.000    0.000    0.000    0.000 enum.py:1404(_iter_member_by_def_)
       19    0.001    0.000    0.001    0.000 {built-in method builtins.eval}
       19    0.000    0.000    0.000    0.000 {built-in method posix.listdir}
       19    0.000    0.000    0.000    0.000 <frozen zipimport>:64(__init__)
       19    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1685(path_hook_for_FileFinder)
       19    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1644(_fill_cache)
       19    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1567(__init__)
       19    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1456(_path_hooks)
       19    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:164(_path_isdir)
    19/16    0.000    0.000    0.001    0.000 typing.py:508(__getitem__)
       19    0.000    0.000    0.000    0.000 typing.py:295(_check_generic)
       18    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
       18    0.000    0.000    0.000    0.000 {built-in method _imp.create_builtin}
    18/17    0.000    0.000    0.001    0.000 {built-in method _imp.exec_builtin}
       18    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1014(is_package)
    18/17    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:997(exec_module)
       18    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:989(create_module)
       18    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:501(_requires_builtin_wrapper)
       18    0.000    0.000    0.000    0.000 typing.py:1449(__getitem__)
       17    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
       17    0.001    0.000    0.002    0.000 __init__.py:355(namedtuple)
       16    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
       16    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
       16    0.001    0.000    0.003    0.000 enum.py:1708(convert_class)
       16    0.000    0.000    0.000    0.000 enum.py:1008(_find_data_type_)
       16    0.000    0.000    0.000    0.000 six.py:194(find_spec)
       16    0.000    0.000    0.000    0.000 typing.py:317(_deduplicate)
       16    0.000    0.000    0.000    0.000 typing.py:345(_remove_dups_flatten)
       16    0.000    0.000    0.000    0.000 enum.py:1692(_simple_enum)
       16    0.000    0.000    0.000    0.000 _compiler.py:391(_bytes_to_codes)
       16    0.000    0.000    0.000    0.000 enum.py:967(_get_mixins_)
       16    0.000    0.000    0.001    0.000 typing.py:687(Union)
       15    0.000    0.000    0.000    0.000 {method 'decode' of 'bytearray' objects}
       15    0.000    0.000    0.000    0.000 util.py:19(to_str)
       15    0.000    0.000    0.000    0.000 ssl.py:938(_sslcopydoc)
       15    0.000    0.000    0.026    0.002 css_parser.py:294(__init__)
       15    0.000    0.000    0.000    0.000 typing.py:2476(overload)
       15    0.000    0.000    0.000    0.000 enum.py:828(__members__)
       14    0.000    0.000    0.000    0.000 hashlib.py:126(__get_openssl_constructor)
       14    0.000    0.000    0.000    0.000 socket.py:100(_intenum_converter)
       14    0.000    0.000    0.000    0.000 typing.py:2786(<genexpr>)
       14    0.000    0.000    0.011    0.001 css_parser.py:1126(process_selectors)
       14    0.000    0.000    0.000    0.000 css_parser.py:446(__init__)
       14    0.000    0.000    0.000    0.000 enum.py:1411(<lambda>)
       13    0.000    0.000    0.000    0.000 {method 'bit_length' of 'int' objects}
       13    0.000    0.000    0.000    0.000 {built-in method builtins.sorted}
       12    0.000    0.000    0.000    0.000 {method 'join' of 'bytes' objects}
       12    0.000    0.000    0.000    0.000 connection.py:307(<genexpr>)
       12    0.000    0.000    0.000    0.000 functools.py:35(update_wrapper)
       12    0.000    0.000    0.000    0.000 _parser.py:166(__delitem__)
       11    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
       11    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
       11    0.000    0.000    0.000    0.000 __init__.py:234(_acquireLock)
       11    0.000    0.000    0.000    0.000 __init__.py:243(_releaseLock)
       10    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
       10    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
       10    0.000    0.000    0.000    0.000 {built-in method sys._getframemodulename}
       10    0.000    0.000    0.000    0.000 {method 'seek' of '_io.StringIO' objects}
       10    0.000    0.000    0.000    0.000 enum.py:1414(_missing_)
       10    0.000    0.000    0.003    0.000 enum.py:919(_convert_)
       10    0.000    0.000    0.000    0.000 _htmlparser.py:222(handle_entityref)
       10    0.000    0.000    0.000    0.000 __future__.py:83(__init__)
       10    0.000    0.000    0.000    0.000 __init__.py:208(_checkLevel)
        9    0.000    0.000    0.000    0.000 {built-in method _codecs.charmap_decode}
        9    0.000    0.000    0.000    0.000 <frozen abc>:7(abstractmethod)
        9    0.000    0.000    0.000    0.000 _htmlparser.py:182(handle_charref)
        9    0.000    0.000    0.000    0.000 cp1252.py:14(decode)
        9    0.000    0.000    0.000    0.000 timeout.py:134(_validate_timeout)
        9    0.000    0.000    0.000    0.000 url.py:332(_idna_encode)
        9    0.000    0.000    0.000    0.000 __init__.py:183(__new__)
        9    0.000    0.000    0.000    0.000 __init__.py:811(__init__)
        9    0.000    0.000    0.000    0.000 css_types.py:394(pickle_register)
        9    0.000    0.000    0.000    0.000 typing.py:1548(__getitem__)
        9    0.000    0.000    0.000    0.000 copyreg.py:12(pickle)
        9    0.000    0.000    0.000    0.000 functools.py:479(lru_cache)
        8    0.004    0.000    0.004    0.000 {built-in method _imp.create_dynamic}
      8/7    0.003    0.000    0.007    0.001 {built-in method _imp.exec_dynamic}
        8    0.000    0.000    0.000    0.000 {method 'write' of '_io.StringIO' objects}
      8/7    0.000    0.000    0.007    0.001 <frozen importlib._bootstrap_external>:1295(exec_module)
        8    0.000    0.000    0.004    0.000 <frozen importlib._bootstrap_external>:1287(create_module)
        8    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1276(__init__)
        8    0.000    0.000    0.000    0.000 enum.py:1035(_find_new_)
        8    0.000    0.000    0.000    0.000 enum.py:986(_find_data_repr_)
        8    0.000    0.000    0.000    0.000 message.py:494(get)
        8    0.000    0.000    0.000    0.000 six.py:80(_add_doc)
        8    0.000    0.000    0.000    0.000 formatter.py:49(__init__)
        8    0.000    0.000    0.000    0.000 formatter.py:42(_default)
        8    0.000    0.000    0.002    0.000 typing.py:2761(_make_nmtuple)
        8    0.000    0.000    0.000    0.000 enum.py:383(__init__)
        8    0.000    0.000    0.000    0.000 enum.py:957(_check_for_existing_members_)
        8    0.000    0.000    0.000    0.000 enum.py:513(__prepare__)
        8    0.000    0.000    0.000    0.000 functools.py:518(decorating_function)
        7    0.000    0.000    0.000    0.000 {method '__init_subclass__' of 'object' objects}
        7    0.000    0.000    0.002    0.000 typing.py:2780(__new__)
        7    0.000    0.000    0.000    0.000 client.py:1064(_output)
        7    0.000    0.000    0.000    0.000 typing.py:2846(_namedtuple_mro_entries)
        7    0.000    0.000    0.000    0.000 __init__.py:1497(__init__)
        6    0.000    0.000    0.000    0.000 {method 'count' of 'bytes' objects}
        6    0.000    0.000    0.000    0.000 {method 'pop' of 'set' objects}
        6    0.000    0.000    0.000    0.000 {method 'rsplit' of 'str' objects}
        6    0.000    0.000    0.000    0.000 {method 'settimeout' of '_socket.socket' objects}
        6    0.000    0.000    0.000    0.000 {method 'read' of '_io.StringIO' objects}
        6    0.000    0.000    0.000    0.000 {method 'fullmatch' of 're.Pattern' objects}
        6    0.000    0.000    0.000    0.000 {method 'subn' of 're.Pattern' objects}
        6    0.000    0.000    0.000    0.000 <frozen _collections_abc>:804(get)
        6    0.000    0.000    0.000    0.000 <frozen _collections_abc>:104(_check_methods)
        6    0.000    0.000    0.000    0.000 _parser.py:893(_parse_flags)
        6    0.000    0.000    0.000    0.000 typing.py:1096(_generic_init_subclass)
        6    0.000    0.000    0.000    0.000 __init__.py:1377(getLogger)
        6    0.000    0.000    0.000    0.000 __init__.py:1428(_fixupParents)
        6    0.000    0.000    0.000    0.000 feedparser.py:216(_parsegen)
        6    0.000    0.000    0.000    0.000 client.py:1292(putheader)
        6    0.000    0.000    0.000    0.000 url.py:227(_encode_invalid_chars)
        6    0.000    0.000    0.000    0.000 connection.py:354(<genexpr>)
        6    0.000    0.000    0.000    0.000 connection.py:305(putheader)
        6    0.000    0.000    0.000    0.000 feedparser.py:176(_call_parse)
        6    0.000    0.000    0.000    0.000 six.py:131(__init__)
        6    0.000    0.000    0.000    0.000 _policybase.py:94(_append_doc)
        6    0.000    0.000    0.000    0.000 __init__.py:2149(getLogger)
        5    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
        5    0.000    0.000    0.000    0.000 {method 'index' of 'tuple' objects}
        5    0.000    0.000    0.000    0.000 {method 'mro' of 'type' objects}
        5    0.000    0.000    0.001    0.000 {built-in method _codecs.lookup}
        5    0.000    0.000    0.000    0.000 {method 'extend' of 'collections.deque' objects}
        5    0.000    0.000    0.000    0.000 {method 'readlines' of '_io._IOBase' objects}
        5    0.000    0.000    0.000    0.000 {method 'truncate' of '_io.StringIO' objects}
        5    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.lock' objects}
        5    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
        5    0.000    0.000    0.000    0.000 {built-in method _abc._abc_register}
        5    0.000    0.000    0.000    0.000 <frozen codecs>:94(__new__)
        5    0.000    0.000    0.000    0.000 <frozen abc>:110(register)
        5    0.000    0.000    0.003    0.001 __init__.py:71(search_function)
        5    0.000    0.000    0.000    0.000 typing.py:1415(__mro_entries__)
        5    0.000    0.000    0.000    0.000 feedparser.py:100(push)
        5    0.000    0.000    0.000    0.000 queue.py:248(_qsize)
        5    0.000    0.000    0.000    0.000 feedparser.py:121(pushlines)
        5    0.000    0.000    0.000    0.000 _policybase.py:104(<genexpr>)
        5    0.000    0.000    0.000    0.000 feedparser.py:171(feed)
        5    0.000    0.000    0.000    0.000 six.py:186(_get_module)
        5    0.000    0.000    0.000    0.000 typing.py:1061(<genexpr>)
        5    0.000    0.000    0.000    0.000 enum.py:816(__iter__)
        5    0.000    0.000    0.000    0.000 _parser.py:295(seek)
        5    0.000    0.000    0.000    0.000 threading.py:299(__enter__)
        5    0.000    0.000    0.000    0.000 threading.py:302(__exit__)
        5    0.000    0.000    0.000    0.000 __init__.py:43(normalize_encoding)
        4    0.000    0.000    0.000    0.000 {method 'split' of 'bytes' objects}
        4    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
        4    0.000    0.000    0.000    0.000 {method 'groups' of 're.Match' objects}
        4    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.lock' objects}
        4    0.000    0.000    0.002    0.000 __init__.py:61(lookup)
        4    0.000    0.000    0.000    0.000 url.py:303(_normalize_host)
        4    0.000    0.000    0.000    0.000 idna.py:155(encode)
        4    0.000    0.000    0.000    0.000 connection.py:168(host)
        4    0.000    0.000    0.000    0.000 retry.py:240(<genexpr>)
        4    0.000    0.000    0.000    0.000 _collections.py:257(__getitem__)
        4    0.000    0.000    0.000    0.000 {built-in method _ssl.txt2obj}
        4    0.000    0.000    0.000    0.000 message.py:596(get_content_type)
        4    0.000    0.000    0.000    0.000 parse.py:841(__getattr__)
        4    0.000    0.000    0.000    0.000 message.py:29(_splitparam)
        4    0.000    0.000    0.001    0.000 ssl.py:399(__new__)
        4    0.000    0.000    0.000    0.000 socket.py:221(__init__)
        4    0.000    0.000    0.000    0.000 six.py:199(__get_module)
        4    0.000    0.000    0.000    0.000 formatter.py:151(__init__)
        4    0.000    0.000    0.000    0.000 __init__.py:1323(append)
        4    0.000    0.000    0.000    0.000 __init__.py:51(register)
        4    0.000    0.000    0.000    0.000 functools.py:965(__init__)
        4    0.000    0.000    0.000    0.000 threading.py:394(notify)
        4    0.000    0.000    0.000    0.000 threading.py:124(RLock)
        4    0.000    0.000    0.000    0.000 functools.py:970(__set_name__)
        4    0.000    0.000    0.000    0.000 typing.py:1166(__mro_entries__)
        4    0.000    0.000    0.000    0.000 threading.py:314(_is_owned)
        3    0.000    0.000    0.000    0.000 {method 'lower' of 'bytes' objects}
        3    0.000    0.000    0.000    0.000 {built-in method _socket.getdefaulttimeout}
        3    0.000    0.000    0.000    0.000 {method 'gettimeout' of '_socket.socket' objects}
        3    0.000    0.000    0.000    0.000 <frozen _collections_abc>:549(__subclasshook__)
        3    0.000    0.000    0.000    0.000 queue.py:154(get)
        3    0.000    0.000    0.002    0.001 response.py:1(<module>)
        3    0.000    0.000    0.000    0.000 timeout.py:113(__init__)
        3    0.000    0.000    0.000    0.000 timeout.py:231(connect_timeout)
        3    0.000    0.000    0.000    0.000 timeout.py:130(resolve_default_timeout)
        3    0.000    0.000    0.000    0.000 _request_methods.py:51(__init__)
        3    0.000    0.000    0.000    0.000 ssl_.py:179(resolve_cert_reqs)
        3    0.000    0.000    0.000    0.000 __init__.py:124(__init__)
        3    0.000    0.000    0.000    0.000 message.py:620(get_content_maintype)
        3    0.000    0.000    0.000    0.000 __init__.py:35(ascii_lower)
        3    0.000    0.000    0.023    0.008 six.py:96(__get__)
        3    0.000    0.000    0.023    0.008 six.py:119(_resolve)
        3    0.000    0.000    0.023    0.008 six.py:85(_import_module)
        3    0.000    0.000    0.000    0.000 typing.py:740(Optional)
        3    0.000    0.000    0.000    0.000 typing.py:944(__hash__)
        3    0.000    0.000    0.000    0.000 typing.py:1070(<genexpr>)
        3    0.000    0.000    0.000    0.000 __init__.py:594(register_treebuilders_from)
        3    0.000    0.000    0.000    0.000 element.py:27(_alias)
        3    0.000    0.000    0.000    0.000 typing.py:487(__repr__)
        3    0.000    0.000    0.000    0.000 contextlib.py:272(contextmanager)
        3    0.000    0.000    0.000    0.000 threading.py:277(__init__)
        3    0.000    0.000    0.000    0.000 functools.py:65(wraps)
        2    0.000    0.000    0.000    0.000 {built-in method maketrans}
        2    0.000    0.000    0.000    0.000 {method 'deleter' of 'property' objects}
        2    0.000    0.000    0.000    0.000 {method 'pop' of 'collections.OrderedDict' objects}
        2    0.000    0.000    0.000    0.000 {built-in method _warnings._filters_mutated}
        2    0.000    0.000    0.000    0.000 {built-in method sys.audit}
        2    0.018    0.009    0.019    0.009 {built-in method _socket.getaddrinfo}
        2    0.000    0.000    0.000    0.000 {function socket.close at 0x7f1712140fe0}
        2    0.073    0.037    0.073    0.037 {method 'connect' of '_socket.socket' objects}
        2    0.000    0.000    0.000    0.000 {method 'fileno' of '_socket.socket' objects}
        2    0.000    0.000    0.000    0.000 {method 'getpeername' of '_socket.socket' objects}
        2    0.000    0.000    0.000    0.000 {built-in method math.log}
        2    0.000    0.000    0.000    0.000 {built-in method atexit.register}
        2    0.000    0.000    0.000    0.000 {built-in method posix.register_at_fork}
        2    0.000    0.000    0.000    0.000 {function SocketIO.close at 0x7f1712141c60}
        2    0.000    0.000    0.000    0.000 <frozen os>:762(encode)
        2    0.000    0.000    0.000    0.000 <frozen os>:680(__getitem__)
        2    0.000    0.000    0.000    0.000 <frozen _collections_abc>:341(__subclasshook__)
        2    0.000    0.000    0.000    0.000 typing.py:1047(_generic_class_getitem)
        2    0.000    0.000    0.000    0.000 __init__.py:1790(isEnabledFor)
        2    0.000    0.000    0.000    0.000 charset.py:206(__init__)
        2    0.017    0.008    0.202    0.101 parser.py:135(goahead)
        2    0.000    0.000    0.017    0.008 parser.py:1(<module>)
        2    0.000    0.000    0.000    0.000 hashlib.py:82(__get_builtin_constructor)
        2    0.001    0.000    0.007    0.004 request.py:1(<module>)
        2    0.000    0.000    0.000    0.000 url.py:263(_remove_path_dot_segments)
        2    0.000    0.000    0.000    0.000 url.py:369(parse_url)
        2    0.000    0.000    0.000    0.000 queue.py:122(put)
        2    0.002    0.001    0.008    0.004 response.py:119(decompress)
        2    0.000    0.000    0.000    0.000 response.py:697(_error_catcher)
        2    0.000    0.000    0.001    0.001 connection.py:1(<module>)
        2    0.000    0.000    0.000    0.000 timeout.py:192(clone)
        2    0.000    0.000    0.000    0.000 poolmanager.py:199(__init__)
        2    0.000    0.000    0.000    0.000 connection.py:256(is_closed)
        2    0.000    0.000    0.000    0.000 queue.py:251(_put)
        2    0.000    0.000    0.000    0.000 queue.py:254(_get)
        2    0.000    0.000    0.000    0.000 response.py:374(retries)
        2    0.000    0.000    0.000    0.000 url.py:100(__new__)
        2    0.000    0.000    0.000    0.000 util.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _collections.py:82(__init__)
        2    0.000    0.000    0.000    0.000 _lxml.py:39(<genexpr>)
        2    0.000    0.000    0.000    0.000 connectionpool.py:350(_get_timeout)
        2    0.000    0.000    0.000    0.000 calendar.py:118(__init__)
        2    0.000    0.000    0.000    0.000 calendar.py:99(__init__)
        2    0.000    0.000    0.000    0.000 message.py:150(__init__)
        2    0.000    0.000    0.000    0.000 message.py:211(is_multipart)
        2    0.000    0.000    0.000    0.000 ssl.py:678(verify_mode)
        2    0.000    0.000    0.000    0.000 socket.py:516(family)
        2    0.000    0.000    0.000    0.000 socket.py:522(type)
        2    0.000    0.000    0.000    0.000 socket.py:496(_real_close)
        2    0.000    0.000    0.000    0.000 ssl.py:670(verify_mode)
        2    0.000    0.000    0.000    0.000 selectors.py:588(_can_use)
        2    0.000    0.000    0.000    0.000 six.py:239(exec_module)
        2    0.000    0.000    0.000    0.000 six.py:205(load_module)
        2    0.000    0.000    0.000    0.000 socket.py:500(close)
        2    0.000    0.000    0.000    0.000 feedparser.py:124(__iter__)
        2    0.000    0.000    0.000    0.000 client.py:453(isclosed)
        2    0.000    0.000    0.000    0.000 six.py:219(is_package)
        2    0.000    0.000    0.000    0.000 six.py:236(create_module)
        2    0.000    0.000    0.019    0.009 socket.py:946(getaddrinfo)
        2    0.000    0.000    0.000    0.000 formatter.py:158(__init__)
        2    0.000    0.000    0.000    0.000 __init__.py:1317(__init__)
        2    0.000    0.000    0.000    0.000 __init__.py:1517(debug)
        2    0.000    0.000    0.000    0.000 typing.py:966(_is_typevar_like)
        2    0.000    0.000    0.000    0.000 typing.py:1465(__subclasscheck__)
        2    0.000    0.000    0.000    0.000 typing.py:1194(__instancecheck__)
        2    0.000    0.000    0.000    0.000 typing.py:1554(<genexpr>)
        2    0.000    0.000    0.000    0.000 __init__.py:197(reset)
        2    0.000    0.000    0.000    0.000 __init__.py:892(_addHandlerRef)
        2    0.000    0.000    0.000    0.000 __init__.py:928(__init__)
        2    0.000    0.000    0.000    0.000 typing.py:2154(cast)
        2    0.000    0.000    0.000    0.000 __init__.py:211(deprecated_argument)
        2    0.000    0.000    0.000    0.000 enum.py:1677(global_enum)
        2    0.000    0.000    0.000    0.000 functools.py:188(total_ordering)
        2    0.000    0.000    0.000    0.000 warnings.py:166(simplefilter)
        2    0.000    0.000    0.000    0.000 warnings.py:182(_add_filter)
        1    0.000    0.000    0.000    0.000 {method 'append' of 'bytearray' objects}
        1    0.000    0.000    0.000    0.000 {method 'extend' of 'bytearray' objects}
        1    0.000    0.000    0.000    0.000 {method 'values' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 {method 'clear' of 'list' objects}
        1    0.000    0.000    0.000    0.000 {method 'reverse' of 'list' objects}
        1    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 {method 'union' of 'set' objects}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.print}
        1    0.000    0.000    0.000    0.000 {built-in method today}
        1    0.000    0.000    0.000    0.000 {method 'toordinal' of 'datetime.date' objects}
        1    0.000    0.000    0.000    0.000 {function Random.seed at 0x7f17120f4b80}
        1    0.000    0.000    0.000    0.000 {method 'bind' of '_socket.socket' objects}
        1    0.000    0.000    0.000    0.000 {function socket.detach at 0x7f1712141080}
        1    0.000    0.000    0.000    0.000 {method 'getsockname' of '_socket.socket' objects}
        1    0.000    0.000    0.000    0.000 {method 'getsockopt' of '_socket.socket' objects}
        1    0.000    0.000    0.000    0.000 {method 'setsockopt' of '_socket.socket' objects}
        1    0.000    0.000    0.000    0.000 {built-in method math.exp}
        1    0.000    0.000    0.000    0.000 {built-in method math.sqrt}
        1    0.000    0.000    0.000    0.000 {method 'close' of 'select.epoll' objects}
        1    0.000    0.000    0.000    0.000 {built-in method _elementtree._set_factories}
        1    0.000    0.000    0.000    0.000 {built-in method zlib.decompressobj}
        1    0.006    0.006    0.006    0.006 {method 'decompress' of 'zlib.Decompress' objects}
        1    0.000    0.000    0.000    0.000 {method 'flush' of 'zlib.Decompress' objects}
        1    0.000    0.000    0.000    0.000 {built-in method _codecs.charmap_build}
        1    0.000    0.000    0.000    0.000 {built-in method _codecs.register_error}
        1    0.000    0.000    0.000    0.000 {function HTTPResponse.flush at 0x7f1711fdff60}
        1    0.000    0.000    0.000    0.000 {method 'close' of '_io.BufferedReader' objects}
        1    0.000    0.000    0.000    0.000 {method 'groupdict' of 're.Match' objects}
        1    0.000    0.000    0.000    0.000 {built-in method time.time}
        1    0.000    0.000    0.000    0.000 {built-in method time.monotonic}
        1    0.000    0.000    0.000    0.000 <frozen os>:44(_get_exports_list)
        1    0.000    0.000    0.000    0.000 <frozen posixpath>:52(normcase)
        1    0.000    0.000    0.000    0.000 <frozen _collections_abc>:811(__contains__)
        1    0.000    0.000    0.000    0.000 <frozen _collections_abc>:388(__subclasshook__)
        1    0.000    0.000    0.000    0.000 <frozen _collections_abc>:288(__subclasshook__)
        1    0.000    0.000    0.000    0.000 <frozen _collections_abc>:182(__subclasshook__)
        1    0.000    0.000    0.000    0.000 <frozen codecs>:1028(getwriter)
        1    0.000    0.000    0.000    0.000 traceback.py:1(<module>)
        1    0.000    0.000    0.000    0.000 css_match.py:79(_DocumentNav)
        1    0.000    0.000    0.006    0.006 css_match.py:1(<module>)
        1    0.000    0.000    0.003    0.003 css_types.py:1(<module>)
        1    0.000    0.000    0.003    0.003 pretty.py:1(<module>)
        1    0.000    0.000    0.000    0.000 element.py:144(PageElement)
        1    0.000    0.000    0.000    0.000 weakref.py:289(update)
        1    0.000    0.000    0.000    0.000 weakref.py:568(__init__)
        1    0.000    0.000    0.000    0.000 contextlib.py:141(__exit__)
        1    0.000    0.000    0.028    0.028 css_parser.py:416(CSSParser)
        1    0.000    0.000    0.097    0.097 element.py:1(<module>)
        1    0.000    0.000    0.000    0.000 element.py:1191(Tag)
        1    0.000    0.000    0.000    0.000 __meta__.py:83(__new__)
        1    0.000    0.000    0.000    0.000 __meta__.py:143(_get_canonical)
        1    0.000    0.000    0.202    0.202 __init__.py:471(_feed)
        1    0.000    0.000    0.000    0.000 css_parser.py:661(parse_pseudo_nth)
        1    0.000    0.000    0.052    0.052 css_parser.py:1(<module>)
        1    0.000    0.000    0.203    0.203 __init__.py:122(__init__)
        1    0.001    0.001    1.704    1.704 financial_enhanced.py:8(finances)
        1    0.003    0.003    0.022    0.022 dammit.py:70(_populate_class_variables)
        1    0.000    0.000    0.042    0.042 formatter.py:1(<module>)
        1    0.000    0.000    0.000    0.000 css_match.py:481(CSSMatch)
        1    0.000    0.000    0.007    0.007 connectionpool.py:1(<module>)
        1    0.000    0.000    0.001    0.001 string.py:69(__init_subclass__)
        1    0.000    0.000    0.042    0.042 dammit.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dammit.py:522(UnicodeDammit)
        1    0.000    0.000    0.000    0.000 entities.py:1(<module>)
        1    0.000    0.000    0.000    0.000 universaldetector.py:56(UniversalDetector)
        1    0.000    0.000    0.000    0.000 latin1prober.py:1(<module>)
        1    0.000    0.000    0.000    0.000 escsm.py:1(<module>)
        1    0.000    0.000    0.000    0.000 macromanprober.py:1(<module>)
        1    0.000    0.000    0.047    0.047 _html5lib.py:1(<module>)
        1    0.000    0.000    0.000    0.000 parser.py:275(parse_html_declaration)
        1    0.000    0.000    0.000    0.000 johabfreq.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mbcssm.py:1(<module>)
        1    0.000    0.000    0.000    0.000 langbulgarianmodel.py:1(<module>)
        1    0.000    0.000    0.000    0.000 langgreekmodel.py:1(<module>)
        1    0.000    0.000    0.000    0.000 langhebrewmodel.py:1(<module>)
        1    0.000    0.000    0.000    0.000 langrussianmodel.py:1(<module>)
        1    0.000    0.000    0.000    0.000 langthaimodel.py:1(<module>)
        1    0.000    0.000    0.000    0.000 langturkishmodel.py:1(<module>)
        1    0.000    0.000    0.000    0.000 feedparser.py:182(close)
        1    0.000    0.000    0.000    0.000 client.py:865(__init__)
        1    0.000    0.000    0.000    0.000 feedparser.py:469(_parse_headers)
        1    0.000    0.000    0.000    0.000 _policybase.py:99(_extend_docstrings)
        1    0.000    0.000    0.000    0.000 errors.py:1(<module>)
        1    0.000    0.000    0.876    0.876 client.py:324(begin)
        1    0.000    0.000    0.013    0.013 feedparser.py:1(<module>)
        1    0.000    0.000    0.000    0.000 client.py:924(_get_hostport)
        1    0.000    0.000    0.000    0.000 client.py:1082(_send_output)
        1    0.000    0.000    0.000    0.000 feedparser.py:195(_new_message)
        1    0.000    0.000    0.000    0.000 client.py:1027(send)
        1    0.000    0.000    0.876    0.876 client.py:1384(getresponse)
        1    0.000    0.000    0.000    0.000 client.py:1136(putrequest)
        1    0.000    0.000    0.022    0.022 client.py:1(<module>)
        1    0.000    0.000    0.028    0.028 socket.py:810(create_connection)
        1    0.000    0.000    0.000    0.000 socket.py:244(__repr__)
        1    0.000    0.000    0.000    0.000 base64.py:1(<module>)
        1    0.000    0.000    0.000    0.000 charset.py:1(<module>)
        1    0.000    0.000    0.010    0.010 utils.py:1(<module>)
        1    0.000    0.000    0.436    0.436 client.py:463(read)
        1    0.000    0.000    0.832    0.832 client.py:291(_read_status)
        1    0.000    0.000    0.000    0.000 __init__.py:6(HTTPStatus)
        1    0.000    0.000    0.436    0.436 client.py:591(_read_chunked)
        1    0.000    0.000    0.002    0.002 header.py:1(<module>)
        1    0.000    0.000    0.000    0.000 random.py:135(seed)
        1    0.000    0.000    0.000    0.000 feedparser.py:137(__init__)
        1    0.000    0.000    0.000    0.000 quoprimime.py:1(<module>)
        1    0.000    0.000    0.001    0.001 six.py:1(<module>)
        1    0.000    0.000    0.031    0.031 _inputstream.py:1(<module>)
        1    0.000    0.000    0.000    0.000 client.py:396(_check_close)
        1    0.000    0.000    0.000    0.000 socket.py:215(socket)
