"id","created_at","name","has_test","alternate_url"
"110283263","2024-11-29T12:27:07+0300","-",false,"https://hh.ru/vacancy/110283263"
"109753872","2024-11-29T15:58:53+0300","-",false,"https://hh.ru/vacancy/109753872"
